"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"23123";3113;"";"";"Ma³achowskiego Stanis³awa 1-9 ";"bud.biurowe";" remont i przebudowa czêœci budynku poczty polskiej";"remont";"2015-08-31";"28728/15";"5925/15";"2015-11-05";2015;8;"2015-08-01";49;"2015_08";"Lato";17,0391131;51,098898
"23124";3114;"";"";"Ko³³¹taja Hugona 1-6 ";"bud.szkó³ i instytucji badawczych";"przebudowa wraz z rozbudow¹ ,docieplenie budynku gimnazjum";"rozbudowa";"2015-09-18";"30978/15";"5927/15";"2015-11-05";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,0366454;51,1029978
"23125";3115;"";"";"Rytownicza 3  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu";"inst.wewnêtrzna";"2015-10-08";"33456/15";"5928/15";"2015-11-05";2015;10;"2015-10-01";21;"2015_10";"Jesieñ";16,8679699;51,1454065
"23126";3116;"";"";"Roosevelta Franklina  12  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazuw w lokalu";"inst.wewnêtrzna";"2015-10-23";"35138/15";"5929/15";"2015-11-05";2015;10;"2015-10-01";10;"2015_10";"Jesieñ";17,0421596;51,1224111
"23127";3117;"";"";"Borowska 283B ";"linie telekomunikacyjne dalek.zasiêgu";"budowa telekomunikacyjnej kanalizacji kablowej";"nowe";"2015-09-17";"30859/15";"5930/15";"2015-11-05";2015;9;"2015-09-01";36;"2015_09";"Jesieñ";17,0326343;51,0735387
"23128";3118;"";"";"Pomorska  48 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu";"inst.wewnêtrzna";"2015-10-23";"35139/15";"5931/15";"2015-11-05";2015;10;"2015-10-01";10;"2015_10";"Jesieñ";17,03044;51,1217929
"23129";3119;"";"";"Ma³opolska  15 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2015-09-04";"29292/15";"5932/15";"2015-11-05";2015;9;"2015-09-01";45;"2015_09";"Jesieñ";16,896237;51,1383869
"23130";3120;"";"";"Paryska 2 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-09-15";"30539/15";"5935/15";"2015-11-05";2015;9;"2015-09-01";38;"2015_09";"Jesieñ";17,13221;51,1607
"23131";3121;"";"";"Moœcickiego Ignacego  50 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-10-08";"33486/15";"5937/15";"2015-11-05";2015;10;"2015-10-01";21;"2015_10";"Jesieñ";17,0955882;51,0511329
"23132";3122;"";"";"Warmiñska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci kablowej œredniego napiêcia oraz z³¹cza kablowego œredniego napiêcia";"nowe";"2015-09-28";"32129/15";"5938/15";"2015-11-05";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";16,9411879;51,1485366
"23133";3123;"";"";"Moœcickiego Ignacego  50  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-10-08";"33485/15";"5939/15";"2015-11-05";2015;10;"2015-10-01";21;"2015_10";"Jesieñ";17,0955882;51,0511329
"23134";3124;"";"";"Lakiernicza  ";"linie elektroener.i telekom.rozdzielcz.";" budowa linii kablowej  œn  wraz ze z³¹czem kablowym";"nowe";"2015-10-05";"32976/15";"5940/15";"2015-11-05";2015;10;"2015-10-01";24;"2015_10";"Jesieñ";16,9901239;51,0825646
"23135";3125;"";"";"Pu³tuska  16 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu";"inst.wewnêtrzna";"2015-09-18";"31064/15";"5946/15";"2015-11-06";2015;9;"2015-09-01";36;"2015_09";"Jesieñ";17,015185;51,0745269
"23136";3126;"";"";"Piwowarska  26  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-09-24";"31756/15";"5947/15";"2015-11-06";2015;9;"2015-09-01";32;"2015_09";"Jesieñ";16,911219;51,170184
"23137";3127;"";"";"Dolnobrzeska 1 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-09-30";"32431/15";"5948/15";"2015-11-06";2015;9;"2015-09-01";28;"2015_09";"Jesieñ";16,867465;51,1461229
"23138";3128;"";"";"Bociania  ";"bud.o dwóch mieszkaniach";"odmowa";"nowe";"2015-08-20";"27581/15";"5949/15";"2015-11-06";2015;8;"2015-08-01";57;"2015_08";"Lato";17,099188;51,1320909
"23139";3129;"";"";"Moœcickiego Ignacego  50  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-10-08";"33487/15";"5950/15";"2015-11-06";2015;10;"2015-10-01";22;"2015_10";"Jesieñ";17,0955882;51,0511329
"23140";3130;"";"";"Joannitów  13 ";"bud.biurowe";"remont elewacji budynku administracyjnego pkp sa";"remont";"2015-09-03";"29065/15";"5951/15";"2015-11-06";2015;9;"2015-09-01";47;"2015_09";"Jesieñ";17,0375548;51,0966404
"23141";3131;"";"";"Szymanowskiego Karola 6  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-10-01";"32621/15";"5952/15";"2015-11-06";2015;10;"2015-10-01";27;"2015_10";"Jesieñ";17,0831619;51,1183011
"23142";3132;"";"";"Malborska 7  ";"bud.mieszkalne jednorodzinne";"monta¿ wewnetrznej instalacji gazu i urz¹dzeñ dla potrzeb lokalu us³ugowego";"inst.wewnêtrzna";"2015-09-28";"32058/15";"5953/15";"2015-11-06";2015;9;"2015-09-01";30;"2015_09";"Jesieñ";17,1307692;51,141126
"23143";3133;"";"";"£ukowska  15 ";"bud.mieszkalne jednorodzinne";" budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-08-12";"26752/15";"5955/15";"2015-11-06";2015;8;"2015-08-01";63;"2015_08";"Lato";16,9213789;51,1655499
"23144";3134;"";"";"Trzebowiañska  12  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wewnêtrzna instalacja gazu w lokalu";"inst.wewnêtrzna";"2015-10-16";"34508/15";"5957/15";"2015-11-06";2015;10;"2015-10-01";16;"2015_10";"Jesieñ";16,981248;51,135146
"23145";3135;"";"";"Starodworska  21  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-09-29";"32269/15";"5958/15";"2015-11-06";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";17,0906205;51,0754544
"23146";3136;"";"";"Wilanowska  ";"bud.handlowo-uslugowe";"budowa budynku mieszkalno-us³ugowego z pylonem raklamowym";"nowe";"2015-01-23";"2100/15";"5959/15";"2015-11-06";2015;1;"2015-01-01";206;"2015_01";"Zima";17,1338814;51,1554549
"23147";3137;"";"";"Jordanowska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œredniego cisnienia";"nowe";"2015-09-21";"31163/15";"5963/15";"2015-11-06";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";16,9647945;51,083845
"23148";3138;"";"";"Bierutowska 67A ";"bud.przemys³owe";" remont elewacji budynku nr 4 /kot³ownia/";"remont";"2015-10-06";"33036/15";"5964/15";"2015-11-06";2015;10;"2015-10-01";24;"2015_10";"Jesieñ";17,1344169;51,15026
"23149";3139;"";"";"Daszyñskiego Ignacego  28  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej,c.o.,wody i kanalizacji w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-08-27";"28371/15";"5965/15";"2015-11-06";2015;8;"2015-08-01";52;"2015_08";"Lato";17,0517585;51,1253121
"23150";3140;"";"";"Damrota Konstantego Ks. 1  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"inst.wewnêtrzna";"2015-07-30";"25193/15";"5966/15";"2015-11-06";2015;7;"2015-07-01";72;"2015_07";"Lato";17,0520685;51,1272569
"23151";3141;"";"";"RzeŸnicza  ";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci kablowej œredniego napiêcia do budynku";"nowe";"2015-09-29";"32214/15";"5967/15";"2015-11-06";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";17,0284207;51,1114911
"23152";3142;"";"";"Szczêœliwa 12A  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu i c.o.w budynku mieszkalnym";"inst.wewnêtrzna";"2015-10-06";"33071/15";"5971/15";"2015-11-09";2015;10;"2015-10-01";25;"2015_10";"Jesieñ";17,0092569;51,09905
"23153";3143;"";"";"Mulicka 1 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazowej i c.o.";"inst.wewnêtrzna";"2015-09-30";"32451/15";"5972/15";"2015-11-09";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";17,118253;51,1466209
"23154";3144;"";"";"Podwale  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej œn dla zasilania rezerwowego i podstawowego budynku";"nowe";"2015-09-04";"29312/15";"5973/15";"2015-11-09";2015;9;"2015-09-01";47;"2015_09";"Jesieñ";17,0279961;51,1053007
"23155";3145;"";"";"  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2015-07-28";"24979/15";"5980/15";"2015-11-09";2015;7;"2015-07-01";75;"2015_07";"Lato";17,0385376;51,1078852
"23156";3146;"";"";"Fabryczna  10 ";"bud.przemys³owe";"budowa fundamentu pod zbiornik na azot";"urz¹dzenie";"2015-10-22";"35071/15";"5981/15";"2015-11-09";2015;10;"2015-10-01";13;"2015_10";"Jesieñ";16,9913515;51,1118866
"23157";3147;"";"";"Krawiecka 1 ";"bud.biurowe";"przebudowa czêœci wêz³a sanitarnego w kompleksie hotelowo-apartamentowym";"przebudowa";"2015-08-26";"28219/15";"5983/15";"2015-11-09";2015;8;"2015-08-01";54;"2015_08";"Lato";17,037831;51,108422
"23158";3148;"";"";"Bia³owieska  32 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lolalu mieszkalnego nr 11 w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-10-26";"35443/15";"5984/15";"2015-11-09";2015;10;"2015-10-01";11;"2015_10";"Jesieñ";16,9920904;51,1240943
"23159";3149;"";"";"Ksiêcia Witolda  82 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-08-17";"27154/15";"5986/15";"2015-11-09";2015;8;"2015-08-01";61;"2015_08";"Lato";17,0211145;51,1166394
"23160";3150;"";"";"Przedwioœnie  64 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego wolno stoj¹cego";"rozbudowa";"2015-08-31";"28566/15";"5989/15";"2015-11-09";2015;8;"2015-08-01";51;"2015_08";"Lato";17,1030029;51,16688
"23161";3151;"";"";"Oppmana Artura 6  ";"bud.mieszkalne jednorodzinne";"przebudowa lokalu mieszkalnego w budynku jednorodzinnym";"przebudowa";"2015-09-10";"30029/15";"5990/15";"2015-11-09";2015;9;"2015-09-01";43;"2015_09";"Jesieñ";17,0485562;51,1424404
"23162";3152;"";"";"Królewiecka  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œredniego ciœnienia  wraz z  przy³¹czem";"nowe";"2015-10-16";"34426/15";"5991/15";"2015-11-09";2015;10;"2015-10-01";17;"2015_10";"Jesieñ";16,9304529;51,1488144
"23163";3153;"";"";"Noskowskiego Zygmunta  17-19 ";"bud.mieszkalne jednorodzinne";"przebudowa i nadbudowa budynku mieszkalnego jednorodzinnego";"rozbudowa";"2015-10-29";"35846/15";"5995/15";"2015-11-10";2015;10;"2015-10-01";9;"2015_10";"Jesieñ";17,0880048;51,1217329
"23164";3154;"";"";"Rakietowa  ";"bud.handlowo-uslugowe";" budowa budynku us³ugowo-mieszkalnego";"nowe";"2015-10-12";"33869/15";"5996/15";"2015-11-10";2015;10;"2015-10-01";22;"2015_10";"Jesieñ";16,930316;51,0984269
"23165";3155;"";"";"Zak³adowa 11U  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-10-09";"33658/15";"5998/15";"2015-11-10";2015;10;"2015-10-01";23;"2015_10";"Jesieñ";17,0438048;51,1289127
"23166";3156;"";"";"Nieca³a 5 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2015-08-19";"27381/15";"5999/15";"2015-11-10";2015;8;"2015-08-01";60;"2015_08";"Lato";16,89385;51,1490956
"23167";3157;"";"";"Kmicica Andrzeja  32 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-06-26";"20922/15";"6001/15";"2015-11-10";2015;6;"2015-06-01";98;"2015_06";"Lato";16,9310244;51,1184923
"23168";3158;"";"";"Hallera Józefa Gen. Aleja 240 ";"bud.handlowo-uslugowe";"rozbudowa i przebudowa budynku handlowo-us³ugowego";"przebudowa";"2015-10-06";"33034/15";"6003/15";"2015-11-10";2015;10;"2015-10-01";26;"2015_10";"Jesieñ";16,9817761;51,0926416
"23169";3159;"";"";"£aciarska  34 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym nr 4";"inst.wewnêtrzna";"2015-09-28";"32148/15";"6004/15";"2015-11-10";2015;9;"2015-09-01";32;"2015_09";"Jesieñ";17,037156;51,112364
"23170";3160;"";"";"Legionów Plac 7 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œciany szczytowen budynku wielorodzinnego";"remont";"2015-09-23";"31498/15";"6005/15";"2015-11-10";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,0242326;51,1037906
"23171";3161;"";"";"Hallera Józefa Gen. Aleja 152 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrzna instalacjê gazow¹ w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-10-01";"32504/15";"6008/15";"2015-11-10";2015;10;"2015-10-01";29;"2015_10";"Jesieñ";16,9868396;51,09108
"23172";3162;"";"";"Dekarska 9 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-08-04";"25664/15";"6010/15";"2015-11-10";2015;8;"2015-08-01";71;"2015_08";"Lato";17,017249;51,178525
"23173";3163;"";"";"Jednoœci Narodowej 102 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu us³ugowym";"inst.wewnêtrzna";"2015-10-16";"34499/15";"6011/15";"2015-11-10";2015;10;"2015-10-01";18;"2015_10";"Jesieñ";17,0435519;51,1222019
"23174";3164;"";"";"Legnicka  51-53 ";"bud.biurowe";"przebudowa pomieszczen biurowych w budynku";"przebudowa";"2015-10-05";"32875/15";"6012/15";"2015-11-10";2015;10;"2015-10-01";27;"2015_10";"Jesieñ";16,990485;51,122783
"23175";3165;"";"";"Miñska 41A ";"bud.handlowo-uslugowe";"przebudowa czêœci ekspozycyjnej salonu samochodowego";"przebudowa";"2015-11-02";"36272/15";"6013/15";"2015-11-10";2015;11;"2015-11-01";7;"2015_11";"Jesieñ";16,9506865;51,1056078
"23176";3166;"";"";"Wyœcigowa  43 ";"bud.mieszkalne jednorodzinne";"nadbudowa i przebudowa budynku jednorodzinnego";"rozbudowa";"2015-10-12";"33815/15";"6014/15";"2015-11-10";2015;10;"2015-10-01";22;"2015_10";"Jesieñ";17,007723;51,06722
"23177";3167;"";"";"Zaolziañska 2 ";"linie telekomunikacyjne dalek.zasiêgu";"budowa bezobs³ugowej stacji bazowej telefonii komórkowej";"nowe";"2015-06-24";"20496/15";"6016/15";"2015-11-10";2015;6;"2015-06-01";100;"2015_06";"Lato";17,0259036;51,0966187
"23178";3168;"";"";"Olsztyñska 6 ";"bud.handlowo-uslugowe";"przebudowa i rozbudowa wraz ze zmian¹ sposobu u¿ytkowania  budynku mieszkalnego na salon sprzeda¿y motocykli";"przebudowa";"2015-09-15";"30530/15";"6017/15";"2015-11-10";2015;9;"2015-09-01";41;"2015_09";"Jesieñ";17,092154;51,138072
"23179";3169;"";"";"Nowowiejska 110 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2012-08-02";"26828/12";"6018/15";"2015-11-12";2012;8;"2012-08-01";856;"2012_08";"Lato";17,06221;51,117061
"23180";3170;"";"";"Powstañców Œl¹skich  95 ";"bud.biurowe";"przebudowa czêœci lokalu biurowego";"przebudowa";"2014-10-17";"33772/14";"6019/15";"2015-11-12";2014;10;"2014-10-01";280;"2014_10";"Jesieñ";17,0198484;51,0939798
"23181";3171;"";"";"Zieliñskiego Tadeusza  51  ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnetrznej instalacji gazu i c.o.w lokalu mieszkalym";"inst.wewnêtrzna";"2015-10-06";"33039/15";"6020/15";"2015-11-12";2015;10;"2015-10-01";28;"2015_10";"Jesieñ";17,0213322;51,0993832
"23182";3172;"";"";"Wilkszyñska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-09-30";"32348/15";"6021/15";"2015-11-12";2015;9;"2015-09-01";32;"2015_09";"Jesieñ";16,8830462;51,1749656
"23183";3173;"";"";"Koœciuszki Tadeusza  58 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2015-10-19";"34594/15";"6022/15";"2015-11-12";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";17,0383084;51,1019292
"23184";3174;"";"";"Moniuszki Stanis³awa  15 ";"bud.mieszkalne jednorodzinne";"monta¿ instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-09-21";"31303/15";"6024/15";"2015-11-12";2015;9;"2015-09-01";39;"2015_09";"Jesieñ";17,0849001;51,1193068
"23185";3175;"";"";"Jarno³towska  23 ";"bud.mieszkalne jednorodzinne";" monta¿ instalacji gazu dla budynku mieszkalnego";"inst.wewnêtrzna";"2015-10-09";"33574/15";"6028/15";"2015-11-12";2015;10;"2015-10-01";25;"2015_10";"Jesieñ";16,8570639;51,1205409
"23186";3176;"";"";"D³uga  ";"linie elektroener.i telekom.rozdzielcz.";"budowa sieci kablowej œn wraz ze z³¹czem kablowym œn dla zasilania rezerwowego zespo³u budynków";"nowe";"2015-09-23";"31551/15";"6029/15";"2015-11-12";2015;9;"2015-09-01";37;"2015_09";"Jesieñ";17,0127629;51,1216363
"23187";3177;"";"";"Grunwaldzki Plac  23 ";"bud.biurowe";"przebudowa lokalu biurowego";"przebudowa";"2015-10-16";"34464/15";"6030/15";"2015-11-12";2015;10;"2015-10-01";20;"2015_10";"Jesieñ";17,0625485;51,1122954
"23188";3178;"";"";"Parkowa 14 ";"bud.szkó³ i instytucji badawczych";"przebudowa i remont miêdzyszkolnego osrodka sportowego";"przebudowa";"2015-09-25";"31948/15";"6033/15";"2015-11-12";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,0737916;51,1111622
"23189";3179;"";"";"Przybyszewskiego Stanis³awa 112 ";"linie elektroener.i telekom.rozdzielcz.";"wykonanie antenowych konstrukcji spornych";"nowe";"2015-06-26";"20896/15";"6035/15";"2015-11-12";2015;6;"2015-06-01";100;"2015_06";"Lato";17,0629227;51,1417652
"23190";3180;"";"";"Ko³³¹taja Hugona  23 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i nadbudowa kamienicy mieszkalnej";"rozbudowa";"2015-06-16";"19578/15";"6039/15";"2015-11-12";2015;6;"2015-06-01";108;"2015_06";"Lato";17,0365365;51,1009789
"23191";3181;"";"";"Boles³awa Chrobrego  13 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu w lokalu us³ugowym";"inst.wewnêtrzna";"2015-08-24";"27862/15";"6040/15";"2015-11-12";2015;8;"2015-08-01";59;"2015_08";"Lato";17,0351628;51,1217793
"23192";3182;"";"";"Kraszewskiego Józefa Ignacego 7 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-09-09";"29762/15";"6046/15";"2015-11-13";2015;9;"2015-09-01";48;"2015_09";"Jesieñ";17,0352675;51,1286223
"23193";3183;"";"";"Pi³sudskiego Józ. Mar.Pl. 5 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji";"remont";"2015-09-09";"29780/15";"6050/15";"2015-11-13";2015;9;"2015-09-01";48;"2015_09";"Jesieñ";17,0385376;51,1078852
"23194";3184;"";"";"Syrokomli W³adys³awa  ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-07-28";"24935/15";"6052/15";"2015-11-13";2015;7;"2015-07-01";79;"2015_07";"Lato";17,047649;51,1398881
"23195";3185;"";"";"Szymanowskiego Karola 6 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej gazu w lokalu mieszkal.";"inst.wewnêtrzna";"2015-09-17";"30750/15";"6054/15";"2015-11-13";2015;9;"2015-09-01";42;"2015_09";"Jesieñ";17,0831619;51,1183011
"23196";3186;"";"";"Przybyszewskiego Stanis³awa  63-77 ";"bud.biurowe";"remont i przebudowa pomieszczeñ uniwersytetu";"przebudowa";"2015-08-24";"27959/15";"6056/15";"2015-11-13";2015;8;"2015-08-01";60;"2015_08";"Lato";17,0621303;51,1389244
"23197";3187;"";"";"Ksiêgarska  20 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-07-29";"25096/15";"6062/15";"2015-11-13";2015;7;"2015-07-01";78;"2015_07";"Lato";17,016552;51,1770039
"23198";3188;"";"";"Nauczycielska 4  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa i remont lokalu mieszkalnego";"przebudowa";"2015-08-26";"28198/15";"6066/15";"2015-11-16";2015;8;"2015-08-01";59;"2015_08";"Lato";17,0570878;51,1114757
"23199";3189;"";"";"Hermanowska  75 ";"bud.o trzech i wiêcej mieszkaniach";"zadaszenie balkonu mieszkania w budynku wielorodzinnym";"przebudowa";"2015-10-21";"34863/15";"6068/15";"2015-11-16";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";16,9491899;51,1252579
"23200";3190;"";"";"Fabryczna  10 ";"bud.biurowe";"przebudowa pomieszczeñ biurowych na 1 piêtrze w budynku socjalno-biurowym hali b2";"przebudowa";"2015-08-27";"28360/15";"6070/15";"2015-11-16";2015;8;"2015-08-01";58;"2015_08";"Lato";16,9913515;51,1118866
"23201";3191;"";"";"Baudouina De Courtenay J.  2A ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-05-15";"15473/14";"6075/15";"2015-11-16";2014;5;"2014-05-01";393;"2014_05";"Wiosna";17,0724673;51,1241597
"23202";3192;"";"";"Teatralny Plac 6 ";"";"budowa wiaty na rowery";"nowe";"2015-10-16";"34357/15";"6076/15";"2015-11-16";2015;10;"2015-10-01";22;"2015_10";"Jesieñ";17,032291;51,105756
"23203";3193;"";"";"Norwida Cypriana Kamila  15 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ dodatkowego pionu wodno-kanalizacyjnego w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-10-07";"33239/15";"6077/15";"2015-11-16";2015;10;"2015-10-01";29;"2015_10";"Jesieñ";17,0625825;51,1096205
"23204";3194;"";"";"Piastowska  25 ";"bud.o trzech i wiêcej mieszkaniach";"nadbudowa dachu w budynku mieszkalnym";"rozbudowa";"2013-07-31";"24335/13";"6078/15";"2015-11-16";2013;7;"2013-07-01";599;"2013_07";"Lato";17,0609189;51,1145639
"23205";3195;"";"";"Szymanowskiego Karola 6  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym nr 7";"inst.wewnêtrzna";"2015-09-16";"30595/15";"6079/15";"2015-11-16";2015;9;"2015-09-01";44;"2015_09";"Jesieñ";17,0831619;51,1183011
"23206";3196;"";"";"Legnicka  48-50 ";"bud.biurowe";"przy³¹cze ciep³owicze do budynku";"przy³¹cze";"2015-09-16";"30652/15";"6080/15";"2015-11-16";2015;9;"2015-09-01";44;"2015_09";"Jesieñ";16,9977817;51,118515
"23207";3197;"";"";"Skar¿yñskiego Stanis³awa Pp³k  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa przy³¹cza gazu wraz z zespo³em redukcyjno-pomiarowym w ulicy";"nowe";"2015-10-22";"35025/15";"6081/15";"2015-11-16";2015;10;"2015-10-01";18;"2015_10";"Jesieñ";16,8997552;51,1080554
"23208";3198;"";"";"Wincentego Œw.  47 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego nr 9";"przebudowa";"2015-10-22";"35122/15";"6083/15";"2015-11-16";2015;10;"2015-10-01";18;"2015_10";"Jesieñ";17,0369919;51,1231249
"23209";3199;"";"";"Stanki Jana  10 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-10-23";"35205/15";"6084/15";"2015-11-16";2015;10;"2015-10-01";17;"2015_10";"Jesieñ";16,9737853;51,0782196
